,card_type_classic,latest_balance,loan_age,A14,loan_amount,loan_payments,card_type_none,card_age,district_id,n_clients,loan_duration,loan_status,account_age,total_debit,n_orders
183,0.0,50782.0,1.0,90.0,253560.0,4226.0,1.0,0.0,39.0,1.0,60.0,1.0,3.0,4226.5,1.0
202,0.0,46381.0,4.0,149.0,44088.0,1837.0,1.0,0.0,9.0,1.0,24.0,1.0,5.0,5210.0,2.0
438,0.0,55746.0,1.0,96.0,170448.0,3551.0,1.0,0.0,68.0,2.0,48.0,1.0,3.0,13180.0,2.0
323,0.0,83369.0,5.0,118.0,174744.0,7281.0,0.0,1.0,5.0,1.0,24.0,0.0,6.0,18478.3,4.0
246,0.0,31528.0,4.0,119.0,97224.0,4051.0,1.0,0.0,17.0,2.0,24.0,1.0,6.0,11276.0,3.0
415,0.0,83607.0,1.0,113.0,49872.0,4156.0,1.0,0.0,77.0,1.0,12.0,1.0,3.0,10137.5,5.0
197,0.0,107935.0,1.0,110.0,71820.0,1995.0,1.0,0.0,63.0,1.0,36.0,1.0,2.0,1995.0,1.0
551,0.0,85904.0,5.0,118.0,39576.0,3298.0,0.0,3.0,32.0,1.0,12.0,1.0,6.0,16808.3,3.0
568,0.0,91829.0,3.0,109.0,46176.0,962.0,1.0,0.0,62.0,1.0,48.0,1.0,3.0,10575.0,2.0
171,0.0,69951.0,1.0,120.0,41256.0,3438.0,0.0,2.0,19.0,2.0,12.0,1.0,3.0,11994.0,5.0
602,0.0,72453.0,5.0,111.0,121896.0,5079.0,1.0,0.0,55.0,1.0,24.0,1.0,6.0,5079.0,1.0
129,0.0,-1454.0,3.0,90.0,139464.0,3874.0,1.0,0.0,73.0,1.0,36.0,0.0,4.0,3873.7,1.0
125,0.0,108556.0,2.0,149.0,53472.0,4456.0,1.0,0.0,9.0,2.0,12.0,1.0,3.0,4456.0,1.0
402,1.0,59095.0,2.0,131.0,475680.0,9910.0,0.0,1.0,36.0,2.0,48.0,1.0,3.0,18471.0,2.0
539,0.0,34947.0,1.0,112.0,215040.0,3584.0,1.0,0.0,28.0,1.0,60.0,1.0,2.0,3583.7,1.0
531,1.0,59088.0,5.0,96.0,189300.0,3155.0,0.0,3.0,58.0,1.0,60.0,1.0,6.0,7083.0,3.0
219,0.0,56200.0,1.0,167.0,74916.0,2081.0,1.0,0.0,1.0,1.0,36.0,1.0,3.0,13412.8,3.0
618,0.0,50991.0,6.0,111.0,21924.0,609.0,1.0,0.0,55.0,2.0,36.0,1.0,6.0,6871.0,2.0
519,0.0,40138.0,1.0,167.0,566640.0,9444.0,1.0,0.0,1.0,2.0,60.0,1.0,2.0,17216.0,5.0
621,0.0,62005.0,3.0,90.0,123408.0,5142.0,0.0,3.0,39.0,1.0,24.0,1.0,4.0,20024.0,5.0
526,0.0,58007.0,3.0,110.0,155616.0,3242.0,1.0,0.0,72.0,2.0,48.0,1.0,4.0,6660.0,3.0
386,0.0,99984.0,4.0,107.0,60156.0,1671.0,1.0,0.0,16.0,1.0,36.0,0.0,4.0,7176.0,3.0
659,0.0,108204.0,4.0,167.0,168984.0,7041.0,1.0,0.0,1.0,1.0,24.0,0.0,6.0,7040.7,1.0
509,0.0,37613.0,1.0,115.0,240900.0,4015.0,1.0,0.0,60.0,1.0,60.0,1.0,2.0,12934.0,2.0
267,0.0,42052.0,3.0,109.0,402000.0,6700.0,1.0,0.0,4.0,1.0,60.0,1.0,4.0,10082.0,3.0
441,0.0,25288.0,2.0,167.0,94488.0,3937.0,1.0,0.0,1.0,1.0,24.0,1.0,3.0,12797.3,3.0
496,0.0,35896.0,5.0,119.0,21072.0,878.0,1.0,0.0,17.0,1.0,24.0,1.0,6.0,5206.0,3.0
112,1.0,35805.0,3.0,81.0,86184.0,7182.0,0.0,1.0,70.0,1.0,12.0,1.0,3.0,10425.5,3.0
232,0.0,93376.0,1.0,126.0,151200.0,4200.0,1.0,0.0,6.0,1.0,36.0,1.0,2.0,18648.2,2.0
590,0.0,45652.0,4.0,167.0,36168.0,3014.0,1.0,0.0,1.0,1.0,12.0,1.0,4.0,15812.5,4.0
373,0.0,13393.0,3.0,108.0,72408.0,3017.0,1.0,0.0,31.0,1.0,24.0,0.0,4.0,17875.7,4.0
233,0.0,384.0,2.0,94.0,100800.0,4200.0,1.0,0.0,50.0,1.0,24.0,0.0,3.0,15595.2,4.0
554,0.0,31535.0,2.0,106.0,188616.0,7859.0,1.0,0.0,59.0,2.0,24.0,1.0,4.0,18099.0,2.0
317,0.0,68246.0,2.0,109.0,68340.0,1139.0,1.0,0.0,4.0,1.0,60.0,1.0,4.0,10330.0,2.0
410,0.0,16889.0,5.0,111.0,48672.0,1352.0,1.0,0.0,55.0,2.0,36.0,1.0,6.0,4250.0,5.0
607,0.0,82176.0,2.0,104.0,44304.0,1846.0,1.0,0.0,38.0,1.0,24.0,1.0,3.0,6120.0,3.0
358,0.0,5057.0,2.0,126.0,360864.0,7518.0,1.0,0.0,6.0,1.0,48.0,0.0,3.0,7518.0,1.0
258,1.0,88143.0,1.0,96.0,81144.0,2254.0,0.0,1.0,68.0,1.0,36.0,1.0,2.0,12732.5,2.0
282,0.0,60869.0,2.0,118.0,76080.0,6340.0,0.0,3.0,5.0,1.0,12.0,1.0,3.0,15676.3,3.0
376,0.0,19887.0,2.0,167.0,34572.0,2881.0,1.0,0.0,1.0,1.0,12.0,1.0,3.0,2881.0,1.0
384,0.0,61620.0,5.0,104.0,212400.0,5900.0,1.0,0.0,38.0,1.0,36.0,1.0,6.0,5900.0,1.0
224,0.0,54475.0,2.0,110.0,107352.0,2982.0,1.0,0.0,27.0,1.0,36.0,1.0,3.0,16410.5,2.0
646,0.0,98820.0,2.0,100.0,67464.0,5622.0,1.0,0.0,34.0,1.0,12.0,1.0,3.0,5622.5,1.0
556,0.0,26220.0,5.0,167.0,120888.0,3358.0,1.0,0.0,1.0,1.0,36.0,1.0,6.0,6583.0,2.0
472,0.0,90064.0,5.0,128.0,49320.0,4110.0,1.0,0.0,24.0,1.0,12.0,0.0,6.0,16372.0,3.0
347,0.0,30124.0,5.0,124.0,87216.0,1817.0,1.0,0.0,15.0,1.0,48.0,0.0,6.0,1817.3,1.0
505,0.0,48297.0,4.0,96.0,76680.0,3195.0,1.0,0.0,68.0,2.0,24.0,1.0,6.0,15848.0,3.0
671,0.0,84780.0,3.0,137.0,392460.0,6541.0,0.0,1.0,12.0,2.0,60.0,1.0,5.0,16351.2,2.0
629,0.0,28240.0,3.0,111.0,417600.0,6960.0,0.0,3.0,55.0,1.0,60.0,1.0,4.0,6959.8,1.0
579,0.0,38854.0,1.0,107.0,88200.0,2450.0,1.0,0.0,76.0,2.0,36.0,1.0,2.0,6134.2,2.0
85,1.0,54674.0,3.0,96.0,141948.0,3943.0,0.0,1.0,68.0,1.0,36.0,1.0,3.0,13585.0,2.0
242,1.0,62483.0,2.0,100.0,100128.0,4172.0,0.0,1.0,74.0,1.0,24.0,1.0,3.0,10307.0,2.0
159,1.0,77686.0,1.0,108.0,69624.0,1934.0,0.0,1.0,52.0,1.0,36.0,1.0,2.0,5658.0,4.0
524,0.0,21367.0,3.0,81.0,100224.0,2088.0,1.0,0.0,70.0,1.0,48.0,0.0,4.0,2088.0,1.0
35,1.0,43653.0,2.0,167.0,76944.0,6412.0,0.0,1.0,1.0,1.0,12.0,1.0,3.0,20301.0,4.0
540,0.0,34318.0,6.0,132.0,127080.0,2118.0,1.0,0.0,45.0,1.0,60.0,1.0,6.0,10591.3,4.0
170,0.0,32824.0,5.0,167.0,31248.0,2604.0,1.0,0.0,1.0,1.0,12.0,1.0,6.0,2604.5,1.0
581,0.0,39012.0,2.0,140.0,116040.0,1934.0,1.0,0.0,54.0,2.0,60.0,1.0,2.0,6956.0,3.0
573,0.0,13166.0,2.0,154.0,59448.0,2477.0,1.0,0.0,11.0,1.0,24.0,1.0,3.0,2476.8,1.0
640,1.0,54988.0,5.0,108.0,115992.0,3222.0,0.0,2.0,31.0,1.0,36.0,1.0,6.0,11449.5,3.0
95,0.0,105344.0,1.0,111.0,143676.0,3991.0,1.0,0.0,55.0,1.0,36.0,1.0,3.0,14445.8,4.0
240,0.0,40027.0,2.0,107.0,51360.0,4280.0,1.0,0.0,61.0,1.0,12.0,0.0,3.0,4280.0,1.0
460,0.0,69131.0,3.0,124.0,84120.0,3505.0,1.0,0.0,69.0,1.0,24.0,1.0,3.0,3505.0,1.0
553,1.0,30115.0,5.0,154.0,52128.0,2172.0,0.0,4.0,11.0,1.0,24.0,1.0,6.0,2172.0,1.0
595,1.0,66173.0,1.0,167.0,218064.0,4543.0,0.0,1.0,1.0,1.0,48.0,1.0,2.0,16324.7,3.0
206,0.0,27107.0,4.0,124.0,158760.0,2646.0,1.0,0.0,48.0,1.0,60.0,1.0,6.0,13649.5,4.0
392,0.0,42266.0,6.0,118.0,95400.0,2650.0,1.0,0.0,5.0,1.0,36.0,1.0,6.0,2650.2,1.0
397,0.0,29354.0,2.0,125.0,124344.0,3454.0,1.0,0.0,43.0,1.0,36.0,1.0,4.0,13770.0,4.0
574,0.0,6892.0,2.0,81.0,59448.0,2477.0,1.0,0.0,70.0,1.0,24.0,0.0,3.0,2476.8,1.0
217,0.0,30658.0,5.0,140.0,23052.0,1921.0,1.0,0.0,54.0,2.0,12.0,1.0,6.0,8861.0,5.0
4,0.0,44581.0,1.0,120.0,110736.0,2307.0,1.0,0.0,19.0,1.0,48.0,1.0,2.0,9666.8,4.0
606,0.0,33738.0,2.0,81.0,305424.0,6363.0,1.0,0.0,70.0,1.0,48.0,1.0,3.0,12524.3,3.0
546,1.0,74809.0,2.0,123.0,83280.0,1735.0,0.0,1.0,37.0,1.0,48.0,1.0,4.0,1735.0,1.0
98,1.0,93167.0,1.0,167.0,37944.0,1054.0,0.0,2.0,1.0,1.0,36.0,1.0,3.0,1054.0,1.0
406,0.0,30797.0,2.0,111.0,63972.0,1777.0,1.0,0.0,55.0,1.0,36.0,0.0,2.0,1776.7,1.0
502,1.0,41388.0,3.0,111.0,174048.0,3626.0,0.0,2.0,47.0,1.0,48.0,1.0,4.0,3626.0,1.0
47,0.0,81327.0,4.0,110.0,309552.0,6449.0,1.0,0.0,72.0,1.0,48.0,1.0,4.0,20740.0,2.0
32,1.0,111236.0,3.0,118.0,91152.0,3798.0,0.0,3.0,32.0,1.0,24.0,1.0,4.0,3798.2,1.0
200,0.0,100118.0,2.0,100.0,67464.0,5622.0,1.0,0.0,34.0,1.0,12.0,1.0,3.0,5622.5,1.0
134,0.0,74334.0,3.0,167.0,20196.0,561.0,1.0,0.0,1.0,1.0,36.0,1.0,4.0,6303.0,2.0
27,0.0,59978.0,1.0,113.0,84288.0,1756.0,1.0,0.0,29.0,1.0,48.0,1.0,3.0,7581.0,2.0
597,0.0,50284.0,2.0,109.0,233424.0,6484.0,1.0,0.0,4.0,1.0,36.0,1.0,3.0,18246.7,5.0
230,0.0,7062.0,4.0,154.0,137904.0,5746.0,1.0,0.0,11.0,1.0,24.0,0.0,4.0,5746.0,1.0
489,0.0,64922.0,5.0,113.0,89040.0,1484.0,1.0,0.0,77.0,2.0,60.0,1.0,6.0,8525.0,2.0
378,1.0,25535.0,2.0,94.0,150912.0,4192.0,0.0,1.0,50.0,2.0,36.0,1.0,3.0,4192.5,1.0
288,0.0,101522.0,2.0,115.0,150180.0,2503.0,1.0,0.0,60.0,1.0,60.0,1.0,3.0,11421.8,3.0
418,0.0,13988.0,1.0,119.0,152160.0,2536.0,1.0,0.0,17.0,2.0,60.0,1.0,3.0,11671.7,2.0
391,0.0,37531.0,2.0,130.0,127200.0,2650.0,1.0,0.0,35.0,1.0,48.0,1.0,3.0,15457.2,3.0
498,1.0,79561.0,4.0,132.0,85860.0,1431.0,0.0,3.0,2.0,1.0,60.0,1.0,5.0,5834.0,2.0
138,0.0,-2786.0,2.0,81.0,541200.0,9020.0,1.0,0.0,70.0,1.0,60.0,0.0,3.0,14286.0,5.0
62,0.0,18842.0,2.0,96.0,35904.0,748.0,1.0,0.0,68.0,1.0,48.0,1.0,3.0,4233.0,5.0
471,0.0,23794.0,5.0,108.0,208320.0,4340.0,1.0,0.0,31.0,2.0,48.0,1.0,6.0,4340.0,1.0
128,0.0,20342.0,4.0,100.0,185952.0,3874.0,1.0,0.0,34.0,1.0,48.0,1.0,5.0,8498.7,2.0
662,0.0,53050.0,3.0,106.0,148920.0,2482.0,1.0,0.0,59.0,1.0,60.0,1.0,3.0,13988.0,2.0
520,1.0,61459.0,2.0,110.0,186300.0,3105.0,0.0,1.0,63.0,1.0,60.0,1.0,3.0,11147.7,3.0
64,0.0,17649.0,3.0,109.0,182640.0,3805.0,1.0,0.0,62.0,1.0,48.0,1.0,3.0,13935.2,3.0
14,1.0,59376.0,1.0,104.0,160920.0,4470.0,0.0,1.0,38.0,1.0,36.0,1.0,2.0,9682.5,2.0
156,0.0,52447.0,1.0,90.0,231168.0,4816.0,0.0,2.0,73.0,1.0,48.0,1.0,3.0,9221.0,3.0
40,0.0,35296.0,5.0,107.0,24312.0,2026.0,1.0,0.0,16.0,1.0,12.0,1.0,6.0,2025.7,1.0
492,0.0,55337.0,4.0,113.0,417060.0,6951.0,1.0,0.0,29.0,2.0,60.0,1.0,6.0,13140.8,3.0
379,0.0,58992.0,4.0,107.0,43164.0,3597.0,1.0,0.0,61.0,1.0,12.0,1.0,5.0,3597.0,1.0
187,0.0,17262.0,3.0,113.0,222180.0,3703.0,1.0,0.0,29.0,1.0,60.0,0.0,4.0,3702.8,1.0
216,0.0,39898.0,3.0,130.0,63252.0,5271.0,1.0,0.0,7.0,1.0,12.0,1.0,5.0,10371.7,3.0
52,0.0,76546.0,1.0,81.0,188532.0,5237.0,1.0,0.0,70.0,1.0,36.0,1.0,3.0,5237.0,1.0
337,0.0,26698.0,1.0,167.0,99216.0,2756.0,1.0,0.0,1.0,2.0,36.0,1.0,2.0,12876.0,2.0
295,0.0,59671.0,3.0,123.0,61656.0,2569.0,1.0,0.0,13.0,1.0,24.0,0.0,4.0,9207.8,5.0
251,1.0,77160.0,5.0,115.0,192744.0,5354.0,0.0,2.0,60.0,2.0,36.0,1.0,6.0,5353.5,1.0
461,1.0,68382.0,2.0,131.0,42900.0,3575.0,0.0,2.0,51.0,2.0,12.0,1.0,4.0,15794.0,3.0
455,0.0,124543.0,3.0,108.0,72120.0,6010.0,0.0,2.0,52.0,2.0,12.0,1.0,4.0,6010.2,1.0
679,0.0,33978.0,4.0,167.0,419880.0,6998.0,1.0,0.0,1.0,2.0,60.0,1.0,4.0,17884.0,2.0
269,0.0,54270.0,2.0,81.0,162624.0,3388.0,1.0,0.0,70.0,1.0,48.0,1.0,4.0,12919.0,3.0
201,0.0,9836.0,1.0,107.0,140688.0,2931.0,1.0,0.0,16.0,2.0,48.0,1.0,2.0,2931.0,1.0
161,0.0,32257.0,2.0,131.0,66432.0,2768.0,1.0,0.0,26.0,2.0,24.0,1.0,3.0,9637.0,2.0
555,1.0,43012.0,2.0,167.0,99936.0,4164.0,0.0,2.0,1.0,1.0,24.0,1.0,4.0,10905.0,3.0
401,1.0,67784.0,5.0,114.0,25944.0,1081.0,0.0,2.0,41.0,1.0,24.0,1.0,6.0,1081.0,1.0
476,0.0,47755.0,2.0,106.0,99300.0,1655.0,1.0,0.0,59.0,1.0,60.0,1.0,4.0,8107.0,3.0
105,0.0,68037.0,5.0,167.0,205200.0,5700.0,1.0,0.0,1.0,1.0,36.0,1.0,6.0,18957.3,4.0
565,1.0,17757.0,2.0,149.0,341280.0,5688.0,0.0,2.0,9.0,1.0,60.0,1.0,3.0,5688.0,1.0
389,0.0,21735.0,2.0,107.0,116496.0,4854.0,1.0,0.0,61.0,1.0,24.0,1.0,3.0,4853.8,1.0
1,0.0,10840.0,3.0,123.0,30276.0,2523.0,1.0,0.0,21.0,1.0,12.0,0.0,4.0,2523.2,1.0
636,1.0,37967.0,4.0,154.0,260028.0,7223.0,0.0,2.0,11.0,1.0,36.0,1.0,6.0,21322.2,3.0
561,0.0,53902.0,4.0,107.0,36396.0,3033.0,1.0,0.0,76.0,1.0,12.0,1.0,6.0,8152.0,2.0
80,1.0,32372.0,2.0,124.0,194256.0,8094.0,0.0,1.0,69.0,1.0,24.0,1.0,3.0,8094.2,1.0
205,0.0,39045.0,3.0,110.0,161496.0,4486.0,1.0,0.0,72.0,1.0,36.0,1.0,5.0,7610.0,2.0
34,1.0,66956.0,2.0,96.0,102240.0,1704.0,0.0,1.0,58.0,2.0,60.0,1.0,4.0,8062.0,2.0
508,0.0,23567.0,1.0,117.0,185640.0,3094.0,1.0,0.0,46.0,1.0,60.0,1.0,2.0,3094.5,1.0
427,0.0,47322.0,5.0,90.0,91200.0,3800.0,1.0,0.0,39.0,2.0,24.0,1.0,6.0,14078.8,2.0
454,0.0,79128.0,4.0,130.0,68112.0,5676.0,1.0,0.0,35.0,1.0,12.0,1.0,6.0,15012.0,4.0
366,1.0,34409.0,2.0,118.0,87360.0,3640.0,0.0,2.0,5.0,1.0,24.0,1.0,3.0,10913.5,2.0
91,0.0,5903.0,6.0,100.0,96396.0,8033.0,1.0,0.0,30.0,1.0,12.0,0.0,6.0,8033.2,1.0
339,0.0,62315.0,2.0,135.0,232560.0,4845.0,1.0,0.0,14.0,1.0,48.0,1.0,4.0,9599.0,5.0
564,0.0,37696.0,2.0,123.0,116832.0,9736.0,1.0,0.0,21.0,2.0,12.0,1.0,3.0,14482.0,2.0
345,0.0,106848.0,5.0,111.0,65184.0,5432.0,0.0,2.0,3.0,1.0,12.0,1.0,6.0,5432.3,1.0
241,1.0,53332.0,5.0,113.0,51408.0,2142.0,0.0,1.0,29.0,1.0,24.0,1.0,6.0,2142.0,1.0
13,1.0,44471.0,1.0,81.0,109344.0,9112.0,0.0,2.0,70.0,1.0,12.0,1.0,2.0,18040.0,2.0
315,0.0,22568.0,5.0,97.0,300660.0,5011.0,1.0,0.0,40.0,1.0,60.0,1.0,6.0,12927.2,4.0
600,1.0,22377.0,5.0,109.0,167100.0,2785.0,0.0,1.0,62.0,2.0,60.0,1.0,6.0,2784.8,1.0
387,1.0,59579.0,2.0,167.0,100260.0,1671.0,0.0,2.0,1.0,1.0,60.0,1.0,4.0,1671.0,1.0
273,1.0,60711.0,2.0,140.0,204780.0,3413.0,0.0,1.0,54.0,1.0,60.0,1.0,2.0,3413.0,1.0
166,1.0,42250.0,1.0,96.0,437460.0,7291.0,0.0,1.0,68.0,1.0,60.0,1.0,2.0,21725.3,3.0
676,0.0,90506.0,1.0,94.0,317460.0,5291.0,1.0,0.0,50.0,1.0,60.0,1.0,2.0,11923.8,3.0
484,0.0,68311.0,5.0,108.0,224604.0,6239.0,0.0,4.0,31.0,2.0,36.0,1.0,6.0,6239.2,1.0
665,1.0,101757.0,2.0,107.0,98304.0,8192.0,0.0,1.0,16.0,1.0,12.0,1.0,4.0,8191.5,1.0
504,0.0,27854.0,5.0,167.0,288360.0,4806.0,1.0,0.0,1.0,1.0,60.0,1.0,5.0,4806.5,1.0
243,1.0,54056.0,1.0,104.0,327660.0,5461.0,0.0,1.0,38.0,1.0,60.0,1.0,2.0,18217.3,2.0
566,0.0,36343.0,3.0,167.0,228276.0,6341.0,1.0,0.0,1.0,2.0,36.0,1.0,3.0,6341.0,1.0
562,0.0,50526.0,1.0,130.0,225504.0,4698.0,0.0,2.0,7.0,1.0,48.0,1.0,3.0,12519.0,4.0
189,0.0,107612.0,3.0,167.0,77184.0,2144.0,1.0,0.0,1.0,1.0,36.0,1.0,4.0,2144.0,1.0
475,0.0,29601.0,2.0,109.0,220428.0,6123.0,1.0,0.0,67.0,1.0,36.0,1.0,3.0,11788.0,2.0
510,0.0,23226.0,3.0,119.0,85716.0,2381.0,1.0,0.0,17.0,2.0,36.0,1.0,3.0,14545.2,3.0
58,0.0,39716.0,2.0,140.0,385104.0,8023.0,1.0,0.0,54.0,1.0,48.0,1.0,3.0,18283.8,2.0
474,0.0,13814.0,3.0,140.0,56100.0,935.0,1.0,0.0,54.0,1.0,60.0,1.0,4.0,7151.0,2.0
560,0.0,62398.0,1.0,90.0,374760.0,6246.0,1.0,0.0,73.0,2.0,60.0,1.0,3.0,17445.8,4.0
252,1.0,55904.0,1.0,135.0,321240.0,5354.0,0.0,1.0,14.0,1.0,60.0,1.0,3.0,5353.5,1.0
21,1.0,97986.0,2.0,117.0,468060.0,7801.0,0.0,1.0,46.0,2.0,60.0,1.0,3.0,11936.2,3.0
313,0.0,57825.0,1.0,124.0,170832.0,3559.0,1.0,0.0,15.0,1.0,48.0,1.0,2.0,13208.0,2.0
459,0.0,58826.0,2.0,81.0,97392.0,8116.0,1.0,0.0,70.0,2.0,12.0,1.0,3.0,14443.2,2.0
160,0.0,52920.0,1.0,108.0,156420.0,2607.0,1.0,0.0,52.0,1.0,60.0,1.0,2.0,13829.0,2.0
276,0.0,6053.0,2.0,110.0,465504.0,9698.0,1.0,0.0,72.0,1.0,48.0,0.0,3.0,17025.0,5.0
191,0.0,-6139.0,2.0,100.0,94512.0,7876.0,1.0,0.0,74.0,1.0,12.0,0.0,4.0,7876.0,1.0
385,0.0,87956.0,2.0,167.0,390660.0,6511.0,0.0,1.0,1.0,1.0,60.0,1.0,3.0,17265.7,2.0
413,0.0,57382.0,2.0,167.0,203940.0,3399.0,1.0,0.0,1.0,1.0,60.0,1.0,3.0,9509.0,2.0
491,0.0,73565.0,5.0,124.0,7656.0,319.0,1.0,0.0,48.0,2.0,24.0,1.0,6.0,4027.0,2.0
343,0.0,67018.0,3.0,81.0,123600.0,2060.0,1.0,0.0,70.0,2.0,60.0,1.0,4.0,2060.0,1.0
308,0.0,45696.0,5.0,110.0,193968.0,5388.0,1.0,0.0,72.0,1.0,36.0,1.0,6.0,5388.5,1.0
661,1.0,45774.0,4.0,110.0,217152.0,6032.0,0.0,4.0,72.0,1.0,36.0,1.0,4.0,14467.8,2.0
130,0.0,125280.0,4.0,113.0,347952.0,7249.0,1.0,0.0,29.0,1.0,48.0,1.0,6.0,7248.8,1.0
663,0.0,37002.0,5.0,117.0,69360.0,1445.0,1.0,0.0,46.0,1.0,48.0,1.0,6.0,1445.0,1.0
99,0.0,48903.0,1.0,167.0,209040.0,8710.0,0.0,1.0,1.0,1.0,24.0,1.0,2.0,11762.0,3.0
372,0.0,70147.0,3.0,124.0,181020.0,3017.0,1.0,0.0,48.0,2.0,60.0,1.0,4.0,3016.7,1.0
87,0.0,29333.0,4.0,112.0,248148.0,6893.0,1.0,0.0,28.0,1.0,36.0,1.0,6.0,13070.0,4.0
458,1.0,44600.0,2.0,110.0,153144.0,4254.0,0.0,3.0,27.0,1.0,36.0,1.0,3.0,11738.7,3.0
330,0.0,63947.0,2.0,149.0,221880.0,3698.0,1.0,0.0,9.0,2.0,60.0,1.0,3.0,7239.8,5.0
214,0.0,89292.0,4.0,167.0,18564.0,1547.0,1.0,0.0,1.0,1.0,12.0,1.0,5.0,4765.0,2.0
466,1.0,72511.0,2.0,131.0,128268.0,3563.0,0.0,2.0,36.0,1.0,36.0,1.0,2.0,3563.0,1.0
121,1.0,64031.0,3.0,108.0,61560.0,5130.0,0.0,1.0,31.0,1.0,12.0,1.0,3.0,19392.5,4.0
614,0.0,41849.0,6.0,96.0,259740.0,4329.0,1.0,0.0,68.0,1.0,60.0,1.0,6.0,16742.8,2.0
20,0.0,26727.0,1.0,87.0,331584.0,6908.0,1.0,0.0,42.0,2.0,48.0,1.0,3.0,6908.0,1.0
71,0.0,37248.0,2.0,99.0,389136.0,8107.0,1.0,0.0,53.0,1.0,48.0,1.0,3.0,8107.3,1.0
106,0.0,51911.0,4.0,96.0,68400.0,5700.0,1.0,0.0,68.0,1.0,12.0,0.0,5.0,5700.3,1.0
270,1.0,33538.0,2.0,127.0,97176.0,4049.0,0.0,2.0,8.0,1.0,24.0,1.0,3.0,4049.0,1.0
435,0.0,35494.0,4.0,123.0,191880.0,3198.0,1.0,0.0,21.0,1.0,60.0,1.0,4.0,13321.8,3.0
102,0.0,38787.0,2.0,167.0,44952.0,1873.0,1.0,0.0,1.0,1.0,24.0,1.0,3.0,9385.8,3.0
